sample_index,sample_id,domain,official_split,role,class_name,class_id,archive_filename,archive_member,relative_path,content_sha256,byte_size
84,e1a124d712f9076d04c5b60b177f234ed2cbe7091d1ab743ab061770d96e4d2b,clipart,train,target_selection,pickup_truck,63,clipart.cleaned.zip,clipart/pickup_truck/clipart_221_000023.jpg,clipart/train/pickup_truck/clipart_221_000023.jpg,0c684cc75a7f52ef9858ec34972922470dc1f58b5c3c260e71f74223f6a78ece,26559
85,cfdb8700c164f809fcae6b641b3e28305c0d7e4e0544fc5451dbb45735923749,clipart,train,target_selection,postcard,68,clipart.cleaned.zip,clipart/postcard/clipart_232_000045.jpg,clipart/train/postcard/clipart_232_000045.jpg,df44b244b5a9f66942ca6c8e0891f91df56f8293da39a6874f3ecdc596b877ae,13283
86,9b79ea85f84bf67a894bbc9b1df717762c4aa1302ba2ff2727b9ac46089dda72,clipart,train,target_selection,feather,26,clipart.cleaned.zip,clipart/feather/clipart_111_000024.jpg,clipart/train/feather/clipart_111_000024.jpg,304c35439c3a08cb2a25e71b3f03d8d873f11fdc393de9220e8c9e8defc518c6,34009
87,5dc05ff34ca1079c70b2e4ab03349f2e2ee6526824cb7580adfac3102db043d0,clipart,train,target_selection,lobster,45,clipart.cleaned.zip,clipart/lobster/clipart_177_000104.jpg,clipart/train/lobster/clipart_177_000104.jpg,6f0c9f6464c61bf0692f33ca4e3547c7bdfdf8ff2a5355bda3b6880f7eaba05c,20915
88,194f89c5e29602a9356ab456c18ce13cdbc3876ba29edff31dbafad2a70712da,clipart,train,target_selection,rollerskates,70,clipart.cleaned.zip,clipart/rollerskates/clipart_247_000067.jpg,clipart/train/rollerskates/clipart_247_000067.jpg,9424db5b9f1bfa32498263cd72931150d313283fe7bec16049a2697854af8bae,21908
89,18b9a0cd4265fb17c817b0087e6cd1ca7de1b7d164fb240f84fe534082e24496,clipart,train,target_selection,lighthouse,44,clipart.cleaned.zip,clipart/lighthouse/clipart_172_000013.jpg,clipart/train/lighthouse/clipart_172_000013.jpg,d06a23d47fbe1a2e3baaf3dbe1c5cccc8d74de994074c399931250d74c26c70c,31518
90,05e5f563b7ba52c6f17a2a5253e7537f84e953636c96b21abe033a67bb3ad2e9,clipart,train,target_selection,foot,30,clipart.cleaned.zip,clipart/foot/clipart_124_000084.jpg,clipart/train/foot/clipart_124_000084.jpg,27d662f4fc85c26fef44dfcff9d8c3b45383a38c706361275c3f110f0266f12b,6628
91,c5663606c2900f0bff02efe3edfa864e12eab309efc0a417f5156b9f742cf900,clipart,train,target_selection,tennis_racquet,84,clipart.cleaned.zip,clipart/tennis_racquet/clipart_307_000043.jpg,clipart/train/tennis_racquet/clipart_307_000043.jpg,dde56fff55284e7cc4c3340b746608e009521fb516774dc7da661131f91e9e4a,58579
92,c38dc1c3e08358f363ba482b461b16edbf955bccfaa73f9285880301b3f87852,clipart,train,target_selection,necklace,54,clipart.cleaned.zip,clipart/necklace/clipart_198_000042.jpg,clipart/train/necklace/clipart_198_000042.jpg,e99fb5a03a7543db7071bed091b4e8c84e57696ef33f5fe6d776b97b542d7987,12370
93,3e61b7ea66a3c8d9e5b4cc140db0191c91fc3f09ac6e7a978be4a6b1afc1f447,clipart,train,target_selection,headphones,34,clipart.cleaned.zip,clipart/headphones/clipart_141_000005.jpg,clipart/train/headphones/clipart_141_000005.jpg,4356a571029bf6b45f009f3064b0aa3585217ea871223a340bc5967e472f0254,25716
94,15c5df937ab68e6fbfc91a6dceda4f25fa3167dd02aa57f76712fe1a4b9a9d9f,clipart,train,target_selection,snowman,75,clipart.cleaned.zip,clipart/snowman/clipart_273_000135.jpg,clipart/train/snowman/clipart_273_000135.jpg,c9c77be0d845821dae00846d158725c0947f6c6a85467a5cd31c59db835a1882,33393
95,0e387d0595705272e4225e67b0b7bd319528f1bb92b017c88ac78eab6c364a5e,clipart,train,target_selection,violin,93,clipart.cleaned.zip,clipart/violin/clipart_333_000027.jpg,clipart/train/violin/clipart_333_000027.jpg,d6d8142daf3656122bf76c012fa42fe0461f3c7aba61aac73912384c750b279d,9895
96,c1ac3fd423ee01a9f9f5cbc6f921ff7b93d1d50c035cc261b43939878f47c720,clipart,train,target_selection,mug,53,clipart.cleaned.zip,clipart/mug/clipart_195_000098.jpg,clipart/train/mug/clipart_195_000098.jpg,a6dcd9a6ba92cc4507e7ecd286358748c317778498cc3045148508e1da44b46b,23372
97,27a6d2591c9ad6abe6e66fd41d99aff5cc3b40d46c0815ed543817648bba1ea0,clipart,train,target_selection,washing_machine,94,clipart.cleaned.zip,clipart/washing_machine/clipart_334_000093.jpg,clipart/train/washing_machine/clipart_334_000093.jpg,604e7cdf32a05f1db28952c22d689d3c0a7ab9d23da0a6f6043440d8c825c362,13633
98,62137bde9a85e16d462e537e32a31ff95220b3e6e1268ab453e2bb1dab0e8fd7,clipart,train,target_selection,boomerang,10,clipart.cleaned.zip,clipart/boomerang/clipart_037_000052.jpg,clipart/train/boomerang/clipart_037_000052.jpg,773a15e2b2bf2b48bafb9a85290381b7dc5639e0fe774912cb9ff1eef3510f7b,17658
99,d382453a90e35b2c5227bf1ade43d6541de005d9a6679f27cafaa2bc22187e52,clipart,train,target_selection,butterfly,13,clipart.cleaned.zip,clipart/butterfly/clipart_050_000002.jpg,clipart/train/butterfly/clipart_050_000002.jpg,dd6cbba9c2b6ab8138f2f215a1cf691ab94ced8551efb3baa31dae32397372d6,44693
100,f0f479cec2c3bc67194b827c7d90cfb918878addc5d858696e2e439871d0f2fc,clipart,train,target_selection,suitcase,82,clipart.cleaned.zip,clipart/suitcase/clipart_295_000256.jpg,clipart/train/suitcase/clipart_295_000256.jpg,647becd27aeba61bf3d6eca9e495a315930375d5603e850c782b862632eb3cc0,11519
101,37bcb13410215094c9dad399cb2a8bf1486e49eecbd9c4216b8c379bebabdf0e,clipart,train,target_selection,bracelet,11,clipart.cleaned.zip,clipart/bracelet/clipart_040_000106.jpg,clipart/train/bracelet/clipart_040_000106.jpg,4eae8b963c045a0bbc15896050f90476e84e4621b7ec503b5816da80e08c86f4,4247
102,1e3ef68966cd184ac8a84222cda0b5ec25fc8204d0f5797a9f34a430f3e2d5e3,clipart,train,target_selection,squirrel,78,clipart.cleaned.zip,clipart/squirrel/clipart_282_000205.jpg,clipart/train/squirrel/clipart_282_000205.jpg,3aad7acba9f3d5010e2bfdb5f05da912bd547d10d0d9fb698b48d5d06fffe355,10172
103,3d299d7bbdfa7d08503b578b1f672ba9d84d95133734a9c319e9f405c3f486dd,clipart,train,target_selection,matches,48,clipart.cleaned.zip,clipart/matches/clipart_182_000041.jpg,clipart/train/matches/clipart_182_000041.jpg,81c117941f499a37613b4720dd6ed8b411cf284ac1809f97923e6d296ecedcf2,19491
104,aac25e01a41fa31acb996fc5112c9ff85c153f4ad853e59ee5f2678de23e0f0f,clipart,train,target_selection,The_Mona_Lisa,1,clipart.cleaned.zip,clipart/The_Mona_Lisa/clipart_311_000123.jpg,clipart/train/The_Mona_Lisa/clipart_311_000123.jpg,05bbcf1020b269f570cf39641ae84637bf8af47961b3944568bf51e39e296c6f,12164
105,8ea8d1f5e46d63635867daa69c2db767f35dcfd16a96e4160284dc55f96526cb,clipart,train,target_selection,foot,30,clipart.cleaned.zip,clipart/foot/clipart_124_000034.jpg,clipart/train/foot/clipart_124_000034.jpg,09e37cde0c5aae6eb3944913c963db40a05d5809af7745802d986f0413eaa1ab,13567
106,2ee3cc3dbb0934139186b49ccee9c15a86ddb42fdc2b62c3556df89864b54b39,clipart,train,target_selection,flashlight,28,clipart.cleaned.zip,clipart/flashlight/clipart_119_000181.jpg,clipart/train/flashlight/clipart_119_000181.jpg,2f473e89913eba8bda034e15e977bf418b3f767646d7114c962a91b0d15c0d3f,12162
107,72a66b73068c8ed06ebf42110e6e02b632440816314ddd9e8ae3b6c5f1579605,clipart,train,target_selection,squirrel,78,clipart.cleaned.zip,clipart/squirrel/clipart_282_000013.jpg,clipart/train/squirrel/clipart_282_000013.jpg,50da8a9d444cfb01543976ffbac955aa37af1e1cab44cfaebaa71a5a025dca76,29086
108,b80afa2e4b668505cb40fe57df7be849689e2c79c6c0e808ddc85e3ee0f2c95d,clipart,train,target_selection,helmet,36,clipart.cleaned.zip,clipart/helmet/clipart_144_000102.jpg,clipart/train/helmet/clipart_144_000102.jpg,21ec96b7eefcf70790d9efb89a3dbecdd526fb6ea352d9ec0e0de50709503cb1,27168
109,feccac420ebacba36bce06893e26208b50c08a627d8532e74892ef35c79b0470,clipart,train,target_selection,hat,33,clipart.cleaned.zip,clipart/hat/clipart_140_000108.jpg,clipart/train/hat/clipart_140_000108.jpg,18f37bcf9ba408b894686a027ab15ff9193ba5d6e2919b377b1402b03b6dd3db,58255
110,a7ef75e63614ae20e7949bb13a5a2ebfa05700019fa813b0fad16f20f806c1b6,clipart,train,target_selection,bracelet,11,clipart.cleaned.zip,clipart/bracelet/clipart_040_000173.jpg,clipart/train/bracelet/clipart_040_000173.jpg,585439f905d2583042d45b717ca943ce9e23f53d82afd009ec5ba4d4890ec364,9234
111,a1ff9d1c04d8558a6534084d44748b79207bb3a54d644af960aef94c9f216f4f,clipart,train,target_selection,see_saw,72,clipart.cleaned.zip,clipart/see_saw/clipart_257_000134.jpg,clipart/train/see_saw/clipart_257_000134.jpg,7595ad2ae6707c2a727e5ccb62e0a95c480b15fbb08f1a4d0882aa423b70b9f1,6432
112,ce3f0ca4d81c9771e3a023a31280d53242e4e233fce2dec6bf2fe37f8c9d0f0d,clipart,train,target_selection,hockey_stick,37,clipart.cleaned.zip,clipart/hockey_stick/clipart_147_000023.jpg,clipart/train/hockey_stick/clipart_147_000023.jpg,c111f051f08a2b9659ab5ea4948c10c08cd5228088ac73186125ccccd8658db1,14558
113,1b2ca197959f6dfb76c4ddcce0b5c032f86fedd0aa87d79280607e1045038157,clipart,train,target_selection,popsicle,67,clipart.cleaned.zip,clipart/popsicle/clipart_231_000040.jpg,clipart/train/popsicle/clipart_231_000040.jpg,0892dbe9f5db36192130c7c1e27dc6a32f6969514f2f70d09b72587ce9a6af38,11278
114,62441eb4158172cb1c35d9fa130de475fd431ddc88b5ee08c913b3c2ecaf8bbf,clipart,train,target_selection,headphones,34,clipart.cleaned.zip,clipart/headphones/clipart_141_000217.jpg,clipart/train/headphones/clipart_141_000217.jpg,4cc8f978b9843cb0ab72e0040172c3ac17763213b738629314da604ea2f83e62,78892
115,02f862176bcda6818173dd9047579014a0b414ca14a9ba4411c80288e99471cd,clipart,train,target_selection,sink,73,clipart.cleaned.zip,clipart/sink/clipart_263_000016.jpg,clipart/train/sink/clipart_263_000016.jpg,70fb098d0d28f21d18b388e7cc2e6969830e910cd131d6f5f8921897cdc97970,51418
116,cdde0b5138172e4e57cd88c14dd63141502ad12ae8c2bbcbf6e83143e590aee6,clipart,train,target_selection,feather,26,clipart.cleaned.zip,clipart/feather/clipart_111_000037.jpg,clipart/train/feather/clipart_111_000037.jpg,7364cc8f2cfb903fd15b966b40d5aa5c34b633f3542e7fa401fbf5e7dadc3957,46994
117,a35adecc75c4c003dd44ea35a09dd263132b55118f69e20fde1026fec2df5148,clipart,train,target_selection,spider,77,clipart.cleaned.zip,clipart/spider/clipart_277_000048.jpg,clipart/train/spider/clipart_277_000048.jpg,f5e2247bdf0467d8427179f4ebf6e29a98a51b73f3d9cb3ff61e92bd6584da10,18073
118,f7b67b35ffb799a0fbdec529df09437e827b73279173a71f8e0fc3c457a68c5e,clipart,train,target_selection,pool,66,clipart.cleaned.zip,clipart/pool/clipart_230_000122.jpg,clipart/train/pool/clipart_230_000122.jpg,c939d5df54994607bc4fbc05c9c654c1d8abf8a8d7d829de2ab5044fbfb4dd2b,39926
119,d42cfab50dd502a62d1ae81a66ec26f09944eebeda729f2cca410447a84ec71c,clipart,train,target_selection,The_Mona_Lisa,1,clipart.cleaned.zip,clipart/The_Mona_Lisa/clipart_311_000108.jpg,clipart/train/The_Mona_Lisa/clipart_311_000108.jpg,df43b3bf9ff9710e24318641de4ba9379e7bec92509d0e3024efd548f044914e,45384
120,a2912bedee958c8c038c61572bba98dd590a0334fcdc939fd961b48076fde3f2,clipart,train,target_selection,broom,12,clipart.cleaned.zip,clipart/broom/clipart_045_000153.jpg,clipart/train/broom/clipart_045_000153.jpg,0abacbf70b6764d6a23211f82d71f133bd0a15b40f5be593960e8e695126a802,2942
121,600748a455bcb968d021cd7990b005d085525ea990bec94b916c2646e348e437,clipart,train,target_selection,The_Mona_Lisa,1,clipart.cleaned.zip,clipart/The_Mona_Lisa/clipart_311_000144.jpg,clipart/train/The_Mona_Lisa/clipart_311_000144.jpg,d37f79d6b08a1c94943870a1bd0bcb303a116e31726e104e22095855b2819fe0,124612
122,25ecb75a5ba15644a1a0a0aa8f59d634fe3d90819b23c25ecd39bc43a39002b2,clipart,train,target_selection,see_saw,72,clipart.cleaned.zip,clipart/see_saw/clipart_257_000169.jpg,clipart/train/see_saw/clipart_257_000169.jpg,db325970f0a058a4a6cf5c0a829a2d8fa514afcfbc5cdd7b5e176b0b73c460b3,14255
123,155b2f0d6003ccc677230c5417def39e805b296882ee3382f60e2215810cc638,clipart,train,target_selection,stairs,79,clipart.cleaned.zip,clipart/stairs/clipart_283_000031.jpg,clipart/train/stairs/clipart_283_000031.jpg,5d013c140092b49a5f069de54533fb585e7591156ec1c8e8cc365ebfeaa50232,10717
124,b36c361bc652f3cbc3a248a45242d8f97c399c1a6f656d84584080f3e010d9f5,clipart,train,target_selection,rollerskates,70,clipart.cleaned.zip,clipart/rollerskates/clipart_247_000130.jpg,clipart/train/rollerskates/clipart_247_000130.jpg,da258783fd5b89d4d01498454cca99a101a7a11df78ad0272034c7173030fe80,18155
125,c3345fe98767849b05cfe77dec7cd939de0416f5c664e8fc807a2d075f92a0a9,clipart,train,target_selection,angel,3,clipart.cleaned.zip,clipart/angel/clipart_005_000061.jpg,clipart/train/angel/clipart_005_000061.jpg,6edb725b51d3373f19970c44589dfe1031767faf2ae51d9febf405bb36d50447,50709
126,5b756e77cd263ca1583b2c9047ffef676badf272f9e1add1f02d4f0112e2c500,clipart,train,target_selection,broom,12,clipart.cleaned.zip,clipart/broom/clipart_045_000078.jpg,clipart/train/broom/clipart_045_000078.jpg,4728f62d93112733310b6730cabf28b6fbf8665548589a11cef6f002c8096750,25778
127,55ecc389918b408dcd8924305a71778061066971eb60b887f22ac0084b191b1e,clipart,train,target_selection,feather,26,clipart.cleaned.zip,clipart/feather/clipart_111_000111.jpg,clipart/train/feather/clipart_111_000111.jpg,b42ab9ff576fd2bc19a50d92350fdea2d1ff39d81cc2be235a5b9f78ed19d836,51900
128,f660095d1f248afd4f3ea3801e2969860e7b23fc7f830066bf1baeaab3811a7b,clipart,train,target_selection,horse,38,clipart.cleaned.zip,clipart/horse/clipart_148_000140.jpg,clipart/train/horse/clipart_148_000140.jpg,0e8371fbf63eb50b90359a3213195008ae0d38d58e11cf44337a1d527bc304f4,36780
129,d7904e41ab4f103c4bfceac05d580a07d7e45e87be03b517dc795c8e3e748dfc,clipart,train,target_selection,lollipop,46,clipart.cleaned.zip,clipart/lollipop/clipart_178_000055.jpg,clipart/train/lollipop/clipart_178_000055.jpg,9710c1a851eeb1d3d49285ff9f941d68fde574eb5cebfc2596830b7ab363ad14,35604
130,733598d69c01bccd861c2f78c04a4fa81af9cefab13a7bb84c50eac1d6604b94,clipart,train,target_selection,tennis_racquet,84,clipart.cleaned.zip,clipart/tennis_racquet/clipart_307_000162.jpg,clipart/train/tennis_racquet/clipart_307_000162.jpg,1c7178f0dbe955d5b0669d165a50d3f5cbd8783a1bd62f1f851b06cac2511238,32329
131,63819862e5510b9917b673b64157c8d8cc7095a30063372ea9bc6f0c4866fea1,clipart,train,target_selection,underwear,91,clipart.cleaned.zip,clipart/underwear/clipart_330_000128.jpg,clipart/train/underwear/clipart_330_000128.jpg,a799161302432376dfed0eb03b18b06dec36267111e61c878232a5dd0cd953d0,13131
132,e5b4ed22a519f2af051862517877bdb57d59a56900895329be28984329df3e8e,clipart,train,target_selection,toaster,85,clipart.cleaned.zip,clipart/toaster/clipart_313_000170.jpg,clipart/train/toaster/clipart_313_000170.jpg,1c40b742b1954e1a71465cb0e4e60c445b7dda3b1d7a3250bb680af900626450,27446
133,1d8db4561aef00dfcd0f772e888bccf48934043aa36ff6892e4e03bf4b3379c8,clipart,train,target_selection,suitcase,82,clipart.cleaned.zip,clipart/suitcase/clipart_295_000079.jpg,clipart/train/suitcase/clipart_295_000079.jpg,235283448cebbbed3752149e9a0fb34da24e26267aa78707f88d572fdf11b82c,25498
134,b4535e12585499ce15def925c018c0686a4fb3e69423b87af9601ef63ca78d84,clipart,train,target_selection,toaster,85,clipart.cleaned.zip,clipart/toaster/clipart_313_000052.jpg,clipart/train/toaster/clipart_313_000052.jpg,fba333ffa84c477abb3feac912f9bd7e0aa7dc409921430c845670e280d8295c,31382
135,c90a13a7ea36ad49eeefc46fbd04da3711317bf3aab055d63ae4963a5c48e051,clipart,train,target_selection,harp,32,clipart.cleaned.zip,clipart/harp/clipart_139_000225.jpg,clipart/train/harp/clipart_139_000225.jpg,285902e5531e29b5a125ce018367182d7b7707c1fe07ce974355bbe9955a5695,9668
136,0ec1241dac14f98aa16b115536748282492051edc53aa8d39e666c92e3950db0,clipart,train,target_selection,fan,25,clipart.cleaned.zip,clipart/fan/clipart_110_000028.jpg,clipart/train/fan/clipart_110_000028.jpg,9b425f81dab5fc94049c71c76507bd152c4de63601bb362141831ad774ac434a,8310
137,c3e05e44934419a43077e4bfeedc2346a237bb928bc8854ebeeaf976da8ba822,clipart,train,target_selection,hot_tub,40,clipart.cleaned.zip,clipart/hot_tub/clipart_152_000051.jpg,clipart/train/hot_tub/clipart_152_000051.jpg,1c7480c3d26fdbcad1ba635111d573fb4d3d9c6d6e72906548b738517095bdbf,40092
138,0b98814df5b7e89196bb618cd9932d4a4f03d3e03678dd499e673b19572a3744,clipart,train,target_selection,traffic_light,88,clipart.cleaned.zip,clipart/traffic_light/clipart_321_000103.jpg,clipart/train/traffic_light/clipart_321_000103.jpg,7126514f4cad5b923fe3e11c86358212f12eb1797af9bbc25426e0a9915258d4,7058
139,8530527261a9706981240a5095555e15dec8d16ac472948b0335762cdaa501af,clipart,train,target_selection,peanut,59,clipart.cleaned.zip,clipart/peanut/clipart_215_000027.jpg,clipart/train/peanut/clipart_215_000027.jpg,f6e673d10dd3c142d697bf4d99561a6c04f8745ae0ae0b1b2cfe40bcf0600e72,36073
140,25acc9f5f38b67c9434a687e1b25da5d7a8c745f9d8703b4dbd613ee0a5f288e,clipart,train,target_selection,broom,12,clipart.cleaned.zip,clipart/broom/clipart_045_000050.jpg,clipart/train/broom/clipart_045_000050.jpg,0a69370d23e09b959ce1e6c15ee260088dbf52b25ad0df640be120b0ddca7779,25018
141,ae85abac333ccb2bd9243e29aff62a72dcf806ff61bafaa15166b5b04e9fcd95,clipart,train,target_selection,angel,3,clipart.cleaned.zip,clipart/angel/clipart_005_000091.jpg,clipart/train/angel/clipart_005_000091.jpg,9f8da2a9b91c685ac74eee06c0d73d4bb6a094edd18b0d6f59e1355437d3fd72,23367
142,263bfb375b8a31fb30f75b3adece779d5e8f38ca7197182fd36c0b7e9bf2d938,clipart,train,target_selection,toaster,85,clipart.cleaned.zip,clipart/toaster/clipart_313_000116.jpg,clipart/train/toaster/clipart_313_000116.jpg,df1182c8a641b91e21cf06c9839e7b46201978efa3702aa6a970bf11755a40e2,11837
143,f8925565c9d085976cd45e50cae9e8e2a696a0b9b78e6bb69ee4318b36b05d2c,clipart,train,target_selection,butterfly,13,clipart.cleaned.zip,clipart/butterfly/clipart_050_000146.jpg,clipart/train/butterfly/clipart_050_000146.jpg,50cb36baa3201ee7cf3d2bbe429907a134ce73fc6b5897e6d007a69709f2cdcd,19476
144,09f838bcae5aad22122497fc1b216e6eb1b0d4d6cf0674be988074458c46a34b,clipart,train,target_selection,circle,18,clipart.cleaned.zip,clipart/circle/clipart_072_000189.jpg,clipart/train/circle/clipart_072_000189.jpg,ec977f1283c33ac46fb9ea039cf35ac937168007b3f2283d62e8ecdf259f6136,15632
145,15763b34c2db813f64ea8441e5e52c6b5e37540669537be3b47e3f8d8347521a,clipart,train,target_selection,wine_bottle,96,clipart.cleaned.zip,clipart/wine_bottle/clipart_340_000017.jpg,clipart/train/wine_bottle/clipart_340_000017.jpg,bd07f508f1a493c10dc9b31258295332ab3222e69b0345e91d24297f2e45333c,39938
146,37eeb7f566ee250587d99062731762ae23e96e8b935c78385e60432a9ca0ed9d,clipart,train,target_selection,washing_machine,94,clipart.cleaned.zip,clipart/washing_machine/clipart_334_000163.jpg,clipart/train/washing_machine/clipart_334_000163.jpg,fd60a9da4a5b7fd32b703d8b41a2aae3a7c5b33b1f105bb0919f7f70bf0ae71d,19225
147,06cc2ad031db7e09156cac70c11b1ee956d2d504afe0f63df1a96257eaa523ca,clipart,train,target_selection,candle,16,clipart.cleaned.zip,clipart/candle/clipart_059_000144.jpg,clipart/train/candle/clipart_059_000144.jpg,6ce35d1d7fecaf1fd80daf27708011604fd6b3e73ad6f8b73533ba13101cfdbf,9910
148,df8b95bc59e72b17dc68804b2df9c43ddc0e87458dc2322386af7924f13f8b62,clipart,train,target_selection,pickup_truck,63,clipart.cleaned.zip,clipart/pickup_truck/clipart_221_000042.jpg,clipart/train/pickup_truck/clipart_221_000042.jpg,b5cc7a9a101fc16ad13f5db342bb2656ea2b2fa3fcdee299b06a3b9fe9eb85d8,30335
149,371a52a3a4792ec78e519f4d8d4e8ce2855a7480a1c2589757512c656673afa3,clipart,train,target_selection,car,17,clipart.cleaned.zip,clipart/car/clipart_062_000072.jpg,clipart/train/car/clipart_062_000072.jpg,f75799d5f9c04c8c02f7c40fd3cc090a24989053063ba8acd3fe0e05d9af0e4c,31608
150,3718cde47c1338330483677cdf0ab935112342e50b7f6011d1654974fa5bbecf,clipart,train,target_selection,feather,26,clipart.cleaned.zip,clipart/feather/clipart_111_000248.jpg,clipart/train/feather/clipart_111_000248.jpg,8efbc85e850d4346181cbf1dcd4fb153d00114a8b307e8b6af8a7339158387a9,23213
151,a669613dbab3d8b597fb85c163633478e6820510090e9e1a0faf6098f6f96a8b,clipart,train,target_selection,bathtub,6,clipart.cleaned.zip,clipart/bathtub/clipart_022_000043.jpg,clipart/train/bathtub/clipart_022_000043.jpg,7988aa6d9d3f3a9087835055533d819bf3b18a896f28931c6977708f41bc3521,30504
152,c7ddf282b727771ad60c9b48549d4a2b5c7ddf7ec06b011784bcc0b7aa0fff34,clipart,train,target_selection,wine_bottle,96,clipart.cleaned.zip,clipart/wine_bottle/clipart_340_000020.jpg,clipart/train/wine_bottle/clipart_340_000020.jpg,7771f4223d515caa29e3b2e02d36ae589218943c3f425323f4ef998b50ec7e31,22333
153,2b59cc444e66fed48c62bab27082f50d8181d22d60e85132f5313e46cea3c7bf,clipart,train,target_selection,stairs,79,clipart.cleaned.zip,clipart/stairs/clipart_283_000224.jpg,clipart/train/stairs/clipart_283_000224.jpg,82cf9fc0f9690c1e180e1a7af87bc02fb1cbf62eda7c114c1ab0cf21236c6113,34629
154,319cf7932017ccc4c880ab9f00cd2151408f568ae89f3d6c39027150ddc0446f,clipart,train,target_selection,horse,38,clipart.cleaned.zip,clipart/horse/clipart_148_000154.jpg,clipart/train/horse/clipart_148_000154.jpg,f363f6bedf4aac7a6838a1a0cbd4a208a6cd1f90c20126ad3518399d70187bc7,51156
155,d454e73521dd57074344490ec3669898b9531e8b5ac0d37a7a583a961b23494b,clipart,train,target_selection,harp,32,clipart.cleaned.zip,clipart/harp/clipart_139_000080.jpg,clipart/train/harp/clipart_139_000080.jpg,34b395346b6b28eb489563bee5a06753c25d6db52d688060a031df096ded9156,15011
156,a28691042b81e1cb441430a2081e0885b93a003f51b276eb0543026c599fae60,clipart,train,target_selection,feather,26,clipart.cleaned.zip,clipart/feather/clipart_111_000069.jpg,clipart/train/feather/clipart_111_000069.jpg,2d909ce0671d9b851283bcaae6381267ce9ac0e9f54b71c8b0ca44b662e3b02a,9192
